safra_id,data,nfe,numero_romaneio,emitente,tipo_nf,fazenda_nome,armazem_nome,contrato_numero,talhao,motorista,placa,peso_bruto_kg,peso_liquido_kg,sacas_bruto,sacas_liquida,umidade,impureza,ardido,avariados,quebrados,contaminantes,preco_frete
soja2526,2026-01-15,934,77691,Ildo Romancini,DEP,São Luiz,COFCO NSH,72208,SL01,MANOEL,SDY9E09,54590,50414,909.83,840.23,4176,0,0,0,0,0,2.5
